Crop,Soil_N,Soil_P,Soil_K,Soil_pH,Rainfall,Temperature,soil_moisture,Yield_tph,X1003,X1013,X1023,X1033,X1044,X1054,X1064,X1074,X1084,X1094,X1175,X1185,X1195,X1205,X1215,X1225,X1235,X1245,X1255,X1266,X1276,X1286,X1296,X1306,X1316,X1518,X1528,X1538,X1548,X1558,X1568,X1578,X1588,X1599,X1609,X1619,X1629,X1639,X1649,X1659,X1669,X1679,X1689,X1699,X1710,X1720,X1730,X1740,X1750,X1760,X2063,X2073,X2083,X2093,X2103,X2113,X2123,X2133,X2143,X2153,X2163,X2174,X2184,X2194,X2204,X2214,X2224,X2234,X2244,X2254,X2264,X2274,X2285,X2295,X2305,X2315,X2325,X2335,X2345,X437,X447,X457,X468,X478,X488,X498,X508,X518,X529,X539,X549,X559,X569,X579,X590,X600,X610,X620,X630,X641,X651,X661,X671,X681,X691,X702,X712,X722,X732,X742,X752,X763,X773,X783,X793,X803,X813,X824,X834,X844,X854,X864,X875,X885,X895,X905,X912,X915,X923,X983,X993
winter_wheat,59.24268290218578,200.0,205.6015616043828,5.923742723654325,173.99083136508406,31.08876359674514,45.53891067356853,4.743349530060983,30.60929185,31.45830833,32.58403222,33.75232709,34.00956343,33.64149058,33.22915235,33.30920771,31.95716172,28.42207481,26.28783764,27.55304165,28.63868468,30.25396454,32.4238443,34.3228405,34.89563943,34.398524,32.50268035,31.71250579,32.13210281,33.58275918,31.60825957,27.90262405,22.34276619,19.81789091,21.83582143,23.75166223,25.41606177,25.75524878,25.46385844,25.6817052,26.11809969,27.13514851,27.9779685,29.13853531,30.05100354,30.62461564,30.98236102,30.77014957,30.53469121,30.41742605,30.01695607,29.56041037,28.38747786,27.46895943,26.20526109,25.41514477,24.06936151,21.73025124,11.94225349,13.93509627,16.2788605,17.36477188,17.82093042,18.29607962,19.47970897,20.053582,19.66899931,18.97482892,18.52933076,18.93803812,18.56626633,18.29772327,18.20363361,19.46142259,20.44877728,19.38443883,17.26906792,15.88596238,16.10985118,15.8683137,14.45196521,13.31510958,12.49210296,12.58850661,11.82285825,10.32056083,7.872571984,19.1837742,17.52052315,16.83494625,16.64674998,16.57305593,16.5546035,16.42936295,16.44308602,16.70159255,17.08825126,17.66440219,18.16775606,18.06971883,17.41677928,16.885633,16.25779367,16.20879285,15.92659875,15.78987028,15.58133914,15.48862892,15.231089,15.17478569,15.12751264,15.34724258,15.96569807,17.43395944,18.82860255,21.69192213,24.81604299,28.0162181,27.94428327,28.24611681,29.09172094,30.85766204,30.85074753,29.26121949,27.64854394,27.38044192,29.22868622,31.82413579,33.64319054,34.69843644,34.70256719,33.53374109,29.51555089,26.41542,24.03541221,23.4041552,23.2370206,26.72991375,29.23876402
winter_wheat,73.03714976611707,200.0,223.90582751719444,6.206367034962213,152.7183825869511,29.85605208592255,48.78245514562104,7.416978266414416,39.11586112,40.80547601,42.21000811,43.66448792,43.96895811,44.05187128,43.25584266,42.8578775,40.77203629,36.61523159,32.74487963,33.75530683,34.76248721,36.17499468,38.51476474,40.87548461,41.97631242,41.49573277,39.12220646,38.42287904,39.37681958,41.50307495,39.11029617,34.2874865,27.24383063,19.27526617,21.76336347,23.8048865,25.26201766,25.35740446,24.90412513,25.38657265,26.80750456,28.28485566,29.6437898,30.71194133,31.41645176,31.26086952,31.28167652,31.48406482,31.59505058,31.34715943,30.47404207,29.73537379,28.79143842,27.74691982,26.539895,24.90672801,23.71793503,21.7221114,9.655098116,12.14874798,13.04572188,13.48469073,14.40602478,14.8050805,15.01280864,15.67675336,15.86122554,15.80514731,15.13514995,15.99040754,16.81528238,16.88048479,16.64752235,16.65974538,17.34802816,16.89015592,15.85881203,15.44113474,15.075485,14.44716547,13.05821161,12.1882197,11.86714369,11.2446712,10.01503579,7.363600494,5.175823294,19.10277965,17.30807214,16.21764674,16.00461216,15.88767212,15.85093478,15.6493109,15.57418793,15.82904301,16.05674714,16.58599527,16.85809613,16.80853461,16.14653592,15.55684082,14.84499554,14.72156868,14.32177576,14.16986871,13.84346828,13.65825295,13.32961758,13.22806227,13.03348554,13.10506958,13.68407247,15.77455412,18.19760796,23.12370388,28.71400344,33.92944061,34.66011829,35.7138179,37.15431782,39.72193756,39.84934218,37.81772,35.93185121,35.37587776,38.08157227,41.4269667,43.80900528,45.1453145,44.91698695,42.4462634,37.31311867,33.41004953,30.69930327,29.79488556,29.50830625,32.4575967,36.5752795
winter_wheat,58.9961590934627,98.48690501691836,148.558875895662,5.868145457216095,125.2150297560746,32.15983837582667,47.69501446549276,1.9890310366626227,30.78692074,31.97541544,32.96864633,33.77940423,34.0774261,34.60279323,34.64573307,35.05269418,33.46545252,30.31267691,29.46390329,30.9920182,32.11389826,33.70490869,35.68497868,37.9668787,38.55626465,38.45474675,36.41463381,35.83612562,36.50347993,38.22786741,36.24490996,32.10284342,26.16632448,34.93118728,37.87874839,39.50634197,41.08387084,40.77097643,39.95624863,39.19969145,39.44826058,40.139676,41.00906684,42.15087075,42.82815719,42.45196199,42.19958746,42.37537927,42.65318291,42.64762832,42.28496587,42.21227533,41.29240247,40.28924105,38.44248243,36.8949979,34.89702033,31.6321462,24.43062959,28.92029945,33.86928912,37.42389813,38.74270736,38.88275751,39.28694826,39.66730625,39.6898698,37.90462788,35.81162222,34.67219248,33.53592586,32.63356653,32.98202974,34.88960893,36.17197815,35.26461472,33.42576314,31.72598852,31.80302217,31.00404361,29.0371643,27.64927338,26.62318005,27.25433888,25.41026735,22.96200777,20.63009651,20.41770532,19.22840807,18.61091785,18.7307887,18.86585625,19.04678311,19.05829603,18.98295187,19.03857818,19.09888115,19.51247533,19.91269768,19.98338566,19.78794829,19.90490773,19.81768232,20.26000495,20.28322016,20.53969807,20.57637718,20.77600157,20.9043975,21.34561712,21.8287525,22.25754691,22.47633747,22.09056579,20.92762661,21.20456695,22.60540414,24.6733956,24.34637899,24.71948592,25.69271832,27.27404202,27.35317281,26.0679303,24.92419652,24.78656336,26.62660898,28.86531466,30.60692701,31.75556977,31.90836175,30.63727464,27.07646388,24.35428203,23.06870123,22.37607658,22.59547482,25.70222266,28.86484318
winter_wheat,63.84907290712726,200.0,157.32369925793134,5.737593024131804,140.60717850460026,31.32934694055016,39.82886405958238,2.980963475557088,31.16130625,31.38130291,31.60821193,32.85365128,33.95948006,34.94483942,34.98047292,35.03222717,33.05441869,29.845631,27.96668447,29.49705167,30.82460698,32.07736137,33.77413822,36.0918609,37.32356521,37.4367513,35.46335497,34.67878417,35.19133844,36.23603307,34.15664511,30.32549898,25.11177256,30.28605777,32.92711327,34.65124117,35.98267088,35.82969322,34.9706083,34.93282589,35.62642469,36.39752755,37.03485267,38.06716398,38.15584206,37.54896154,37.22730167,37.66646291,37.56497742,37.05122029,36.54262191,36.53866233,35.89442112,35.23999841,33.73195145,32.5271296,30.62767993,27.9978805,21.0843567,25.4776699,29.44144115,31.51767358,32.62705893,32.04743218,32.25527391,32.67736726,32.45911919,30.88109288,29.62728776,29.59130238,29.44456853,27.87814579,27.00876677,28.23950743,29.65280653,29.42348714,27.92128544,27.35315266,28.24215409,27.58949284,25.21329069,24.00680663,23.54600446,23.64397432,21.14431318,20.0360611,21.02273446,19.89413064,18.3488286,17.51410059,17.60204448,17.57159644,17.58739841,17.43539876,17.30242456,17.24712962,17.15378227,17.44171208,17.66385512,17.61294029,17.17966774,17.01566162,16.6182513,16.77539685,16.5258014,16.50384883,16.3206709,16.3802905,16.32989755,16.54016392,16.76018883,17.10402023,17.35712632,17.71513711,17.83644539,19.5170505,21.90919842,24.50260565,24.55297192,25.1999096,26.19634836,27.82232484,27.72385142,26.37701823,25.15891352,25.17383257,27.03242051,29.35393412,31.14828311,32.343943,32.46370604,30.97088644,27.80762324,25.15204558,24.49180026,23.71163588,24.51072882,26.6927962,29.90738665
winter_wheat,54.36141632331885,86.63338431253739,144.98365289503252,5.517770839584314,156.0044903178667,35.35859916979149,45.60081905843943,1.8982252878652772,34.75294018,36.13484008,37.22684361,38.20660505,38.54363838,38.75238585,38.65726583,38.93854373,37.24492595,33.79438666,32.3677032,33.7706062,35.26050044,36.90860814,39.34855263,41.44418446,42.37412007,41.97024071,39.26095567,38.425675,39.25580061,41.35904851,39.46323614,34.93557578,28.8306941,38.72745854,41.6885995,43.51260325,44.73138813,43.98440597,42.68618748,41.97224977,42.75873662,43.23097868,44.24408869,45.49444766,46.10169557,45.80485843,44.75526872,44.83522999,44.67454886,45.16153093,44.75086381,44.09755362,43.3410736,42.77504707,41.61398274,40.1383528,38.02170177,34.83596254,29.84999283,33.79363114,38.37010653,41.99045598,44.08528523,44.70851011,45.5129118,46.01242455,45.24389121,42.83000084,40.7235855,41.04758039,41.06970252,40.00261883,39.29095858,40.29534236,41.54423611,40.99009902,39.35274669,37.87775572,37.31740308,36.11632063,34.47922231,34.24690853,34.29596599,34.58142694,32.08368125,29.40962426,28.35877936,21.55966857,19.51592491,18.61821707,18.79290517,18.98891179,19.22023163,19.12873725,19.19349262,19.32678094,19.45892955,19.91042112,20.57357337,21.05713074,21.02230861,21.40656047,21.54502777,22.2970606,22.39051511,22.89587705,23.14598722,23.75981576,23.95834521,24.64314258,25.1804839,26.20430501,26.29895156,26.25110835,24.75349726,24.88690031,26.05860449,28.7064256,28.78494221,28.96088372,29.73889182,31.61724497,32.12789388,31.13859505,29.47245223,28.80798634,30.28651308,33.3567041,35.90138277,37.420234,37.75099572,36.98095462,33.14954159,32.86468656,30.28428472,30.90835968,28.03682991,29.73518257,32.98301572
winter_wheat,51.86790727319727,97.75395797822983,140.3530226105181,5.708712218866472,136.90444225148488,33.03425775736453,37.48572883330393,2.527745320633035,32.59769721,33.43523788,34.37948866,35.48300368,36.51538675,37.30482546,37.06918017,36.73262789,35.15774204,32.36176764,32.44741541,34.01121132,35.07946302,36.71799503,38.99460605,41.7686568,43.03138648,43.05635094,40.75721977,39.71247887,40.5582769,42.74116654,40.82330338,36.41088088,29.91406013,35.44945305,38.47991225,40.30882641,42.23978248,42.47460227,41.9609708,41.32346784,41.9855534,43.40313444,45.14406044,46.65252539,46.92033937,46.53756417,46.09235147,46.38448218,46.57396175,46.40356165,45.5202472,44.64208362,43.06489236,41.97527231,40.25094675,39.1837134,37.36209043,34.35791324,21.46591143,24.31985838,27.62612084,29.97925208,30.65061002,31.58917337,33.14380344,34.84899306,34.97987625,33.53607826,32.47028721,32.74024298,32.95255102,32.5502867,32.44365519,33.27577877,34.1973648,32.95072994,30.75958403,28.42200974,27.27696606,26.46994014,24.8483184,24.51940103,23.70432424,23.60013529,21.51303482,19.99257938,19.70205572,22.30396751,20.30889034,19.30397071,19.30421267,19.38379284,19.63657866,19.59945869,19.61899171,19.66222982,19.62282499,20.02377936,20.40413359,20.67107675,20.34814737,20.49421878,20.29150727,20.83248679,20.71933877,21.07837146,21.14917356,21.64769262,21.68815668,22.1614272,22.53669337,23.30263137,23.4223809,23.54637293,22.4940299,22.68747016,23.71897301,26.22232542,26.3834866,26.17668876,26.84449884,28.56018987,29.56598799,28.77596668,27.39085101,26.86237481,27.97872309,30.72333214,32.92038923,34.43998717,34.72116596,34.24386563,30.90754321,29.39801376,26.73461235,26.70188804,25.62371888,27.41039533,30.69020609
winter_wheat,47.39091101289796,65.7678834529244,136.1674112377119,5.664923269732396,125.68630737326436,32.53344408539198,42.66011976191131,1.4671430927912223,17.8156045,18.63820164,19.58390425,20.11776163,20.33522165,20.53682349,20.49614876,20.51031979,19.16946627,16.7619779,17.68646106,18.4109121,19.41458175,20.69415015,21.94290724,23.20807479,23.80572354,23.71534119,22.52766573,22.21760741,22.87345086,24.10296076,22.87696018,20.68104411,17.17636476,22.08452337,23.38911534,23.98304471,24.81238925,24.65429725,24.44073632,24.38593349,24.99981785,25.51823861,25.69795978,26.33636572,26.58619785,26.81645093,26.61766779,26.58723206,26.49779322,26.59102817,26.46169114,26.29184659,25.74749969,25.14700571,24.22655983,23.46960255,22.54743207,20.88599829,17.19741433,19.83705376,22.47456371,23.93370222,25.23634422,25.04639108,24.84835659,25.68804991,26.52866384,25.45678672,23.25750488,22.2970063,22.46902718,21.44566727,20.36996579,21.2363447,22.93657759,22.95379433,21.12455688,20.02984154,20.41231044,19.56049163,17.49883497,16.7961831,17.40272579,19.24199498,18.73163783,16.45063073,14.43181255,18.39899671,16.7267216,15.63408149,15.33267018,14.91887419,14.69236667,14.57712972,14.37756023,14.04661665,13.58588264,13.55509021,13.77887989,13.72057675,13.3519718,13.1801738,13.03208484,13.22425796,13.0440523,13.01998052,12.92497686,13.01947365,13.0104163,13.21595543,13.4226078,13.5827849,13.50157511,13.28242087,12.72564456,12.92720016,13.57939408,14.60686067,14.40696494,14.61329033,15.11124557,15.96621061,16.12812434,15.63306237,15.08406041,14.91829953,15.65127992,16.9170064,17.78403487,18.37606322,18.35758995,17.9098017,16.20462726,14.25104785,12.92177623,12.38294184,12.8776559,15.5022191,16.90025862
winter_wheat,54.11542420301552,5.0,140.49525009552454,5.678737482599595,135.0123161345393,32.42563029522805,45.50240406505371,3.9243460422895495,22.4967518,23.09554071,24.14826446,25.45793686,25.77189755,25.46672673,24.74748059,24.78135624,23.81645852,21.94454692,21.65285723,22.6511367,23.71841666,24.75138312,26.34507577,27.92047298,28.72769203,28.32833782,26.4820301,25.71181982,26.30180953,27.93015892,26.72968625,24.30484132,20.26612657,26.77025723,28.84063869,29.91911795,31.39366829,31.5355993,31.19219668,30.62462834,30.62212518,31.09918246,31.22516481,31.84566443,31.89729083,31.694707,32.21891116,33.02686121,33.46269215,33.12730299,32.13912601,31.61911597,31.2177145,30.82786783,29.85154391,28.75468928,27.12259726,25.02398018,19.61019088,24.20590764,28.09186603,30.41881586,31.25847655,31.42161092,32.15702391,32.60770581,31.9495137,30.62303569,29.51564394,28.85531578,28.08266639,26.95920507,26.86620435,28.15497297,29.22052039,28.24388861,26.04199807,24.73345862,24.7075996,24.97840733,24.22524448,23.98535673,23.65108983,23.42771303,21.97658293,19.3241072,17.28400767,18.07955319,16.05838226,15.00228767,15.44331102,15.91211762,15.95736179,15.73206479,15.50898537,15.16998225,14.80461743,14.88362005,15.17772433,15.19253724,14.86510661,14.72886688,14.71189221,14.98966334,14.83002683,14.6985661,14.59956031,14.81398179,14.83257655,15.09995698,15.33782318,15.8348306,15.86110591,15.60889772,14.78069447,14.91943523,15.75534346,17.2286393,17.16769749,17.28101442,17.77942648,18.86435666,19.14699762,18.53602748,17.74338522,17.44240054,18.51117709,20.33325057,21.75394158,22.64275791,22.60762004,22.10563179,20.04861549,19.50530211,18.27527138,18.08967357,17.80665372,18.95167775,21.38852075
winter_wheat,54.64081832565024,127.77661583542412,160.49179533793125,5.643146638381815,110.4888652522032,31.68482128015184,41.03975338929176,1.3569764650340508,24.96287403,25.79047239,26.94165474,28.01335493,28.63938565,29.07109137,28.87338773,28.6679229,27.02448886,24.61549846,24.10193047,25.37167697,26.06850278,27.35556602,29.67094352,31.82443684,32.5816254,31.76769423,29.66602111,28.8604725,29.63629327,31.35203153,29.83603219,26.95330159,22.63306236,26.53350417,28.95295151,30.53886136,31.91395416,31.84034867,31.27788453,30.88597353,31.33139461,31.87621998,33.10176116,34.54750454,35.05830687,34.84942697,34.41374457,34.85965633,34.77862268,34.38913123,33.76180329,33.23673506,32.43074459,31.70376819,30.619709,29.94921637,28.70292132,26.46743881,17.24583919,21.25893775,24.98364848,26.8836245,27.14895221,27.33888755,28.88121692,30.1661571,30.16252542,28.17388647,26.43691819,26.11138772,26.45770004,26.20012941,26.11219142,26.84521385,27.93998898,26.79623581,24.92859238,23.03884846,22.69898318,22.02213076,20.77844362,20.34912222,20.15421143,20.47299449,19.05612313,18.75208409,18.95522117,19.514098,17.74744055,16.97704759,17.12584609,17.02932286,17.07590254,16.813482,16.75054843,16.6172876,16.51270228,16.66469203,16.86887084,16.90269813,16.65270702,16.74997597,16.61447992,17.02049728,16.98101634,17.23879234,17.21760168,17.50546284,17.54034963,17.90822161,18.18412858,18.81453443,18.85987497,18.90461162,18.07937789,18.19474976,19.00950036,20.8758902,21.20630095,21.04346718,21.51752322,22.60370948,23.27310624,22.78283806,21.76255961,21.19006123,21.93052085,23.87795459,25.71758842,26.92760537,27.17053844,26.80214632,23.86976184,22.30377788,20.23658222,20.7045647,20.10311113,21.1407452,23.55354908
winter_wheat,52.90453363008992,56.08167161524736,141.49279251924295,5.593057824494909,145.09746309951038,31.23140832864956,50.1639637135609,3.125436330488938,21.90646157,22.98087728,23.75941659,24.26364591,25.05342477,25.80645432,26.17190194,25.84260304,24.48144676,21.98120435,21.6624584,22.49613088,23.59742744,25.16504743,27.06783552,28.91232002,29.36575213,29.09250131,27.36422732,26.99594114,27.6696137,28.9134375,27.56020598,24.45071696,20.11947735,26.76103356,28.41788845,29.30998653,30.15207593,30.37759674,30.14949231,29.85973742,30.15145979,30.72795332,31.57616064,33.01314429,33.17664354,32.6996615,32.26941563,32.76700487,32.71761067,31.91675174,31.42947692,31.39752444,31.22835038,30.42386235,29.20186309,27.97275592,26.63215731,24.50799936,19.28688159,22.01256226,24.83829994,27.96381332,29.80809756,30.94364979,31.31098544,30.80933082,29.7372937,28.00050733,27.36102203,27.96300006,27.84478742,26.66204412,25.80177729,25.26472365,25.2587817,24.61752591,24.16721312,23.88450869,23.55595906,23.53151674,23.33883771,22.97154554,21.91194379,20.8832076,18.96502489,18.22977983,17.54007222,19.57202878,17.81916571,16.85531249,16.90874614,16.71697518,16.60103582,16.35998697,16.26889299,16.10108494,15.7697037,15.80455665,16.02554603,15.90345271,15.45267039,15.1861183,14.98643085,15.19490725,15.10180171,15.00213478,14.93246121,14.97811704,14.99034496,15.21700661,15.41780196,15.66272965,15.69557109,15.50901141,14.9483216,15.19396411,16.20606898,17.67923616,17.48255668,17.63212883,18.12961269,19.25451089,19.4771999,18.89677284,18.1833763,17.96109605,18.98529779,20.61443523,22.06161875,22.97234799,23.22059838,22.26210743,19.96018441,18.91808827,17.89651763,18.32693878,17.93665313,18.80688642,20.74181789
winter_wheat,59.87444550113671,112.83419660508248,172.77749950684992,5.972489389129401,137.11868217002993,34.1232726537107,40.34677465254062,2.9545656289503768,34.9497817,36.14685735,37.04762739,38.45699263,38.63852439,38.74677706,38.83706943,39.48535162,37.58284425,33.35769413,32.25555234,33.7143627,34.87334943,36.60482605,39.16506489,41.78206288,42.62808518,42.4644152,40.43627538,40.37644296,41.56625589,43.64043736,41.37020293,36.40834718,29.65813529,29.44018387,32.56934505,34.85491781,36.69472257,36.77569811,36.24605629,36.31673331,37.15488963,38.5777151,39.76759449,41.66121873,42.89034685,43.59247151,43.60913635,43.78267831,43.67225944,43.31454947,42.41107768,41.67301598,40.69405278,39.64385274,37.7978981,35.99735926,33.80292708,30.53271478,17.66052913,19.48896444,21.44479675,23.69336354,25.66725522,25.54342141,24.98108793,25.38307575,27.02729897,26.93221094,26.33721801,27.00038443,28.45691966,28.39960744,27.8363238,28.26587791,28.82875649,27.65705149,25.0469315,23.19618874,22.49236889,21.81192974,20.04934158,18.79466829,17.84909071,17.8919525,16.96719577,15.45581922,14.16959217,21.5552929,19.84981849,19.03447704,19.1169843,19.15413084,19.20517218,19.23689521,19.30149173,19.54100404,19.5402167,19.99624147,20.45199032,20.37859335,19.87553448,19.63790366,19.45129699,19.92585132,19.84488808,20.0016716,19.91233945,20.11192405,20.14742551,20.53793098,20.95431218,21.35210665,21.58675951,21.85440576,21.70317472,23.28353023,25.85144777,28.77037549,28.64362462,29.19710823,30.34795389,32.3515911,32.47678651,30.80233674,29.35302114,28.91055115,31.22312618,34.06505426,36.28902375,37.49551589,37.37285686,35.94223108,32.04275505,30.4609319,28.37725934,28.41189503,26.16271416,28.68954846,32.73768142
winter_wheat,55.8476139642623,200.0,161.19324550764492,5.807906214089413,132.06217082680502,29.265157699855276,37.93333878729572,3.12660322229229,31.84078509,32.83723821,33.8170747,34.900843,35.75113682,36.43151533,36.25552029,36.16506599,34.28120397,31.03339361,29.40194499,31.15057425,32.35061293,33.76299219,35.80910996,38.05249107,39.13581385,38.9207568,36.97221766,35.93422585,36.49506077,38.14023746,36.41850948,32.14454256,25.83081916,28.58366619,31.18328873,33.42550429,35.03486901,35.03088438,34.49423648,34.54993176,35.26686693,36.0592374,36.99322165,38.37622887,38.56982828,38.37671992,38.10515788,38.57725717,38.86280622,38.53084458,38.06896961,37.41050627,36.70473923,35.73809632,34.31666393,32.73324858,31.00460063,28.06344069,16.15468439,19.95365353,23.88899403,26.64217941,27.81348104,28.20529422,29.4201353,30.37000777,30.43702968,29.50684489,28.76534337,29.26665262,29.15790043,27.91668811,27.04528327,27.15083318,28.28786681,27.34756787,25.84630888,24.69377334,24.91734087,24.85071986,23.8381063,22.57316663,21.32379254,21.17284915,20.2156726,19.56293793,18.64429578,22.01524022,19.96773014,19.10079557,19.1102994,19.016893,18.94429689,18.80750639,18.67522537,18.74164746,18.55324637,18.75319382,18.85822841,18.85870981,18.4423984,18.31839414,17.98110253,18.30280256,18.23015367,18.4233448,18.41264558,18.58286187,18.49612623,18.77012131,18.95418605,19.40387735,19.60018131,19.82130129,19.35236325,20.23921414,21.83544721,23.9869425,23.83375516,24.23882919,25.30803129,26.97889838,27.26908679,25.97008416,24.72661937,24.62926078,26.66480974,29.29190459,31.36613179,32.53108251,32.8297544,31.45670472,28.26952254,27.59083501,25.56915756,26.62982687,24.50054073,26.70214633,30.04594174
winter_wheat,58.90764372104213,41.76611260669244,164.1161816606631,5.870153591828771,123.80127878543368,36.116769851351066,44.66128529781034,2.241721813969301,25.42864275,26.69505851,27.69258544,28.60126993,28.994473,29.09092473,28.8516713,28.71044372,27.28485039,24.47144984,23.19814943,24.29188289,25.17856444,26.19900918,28.09535092,29.87328942,30.93064641,30.90941242,29.50186525,28.89754079,29.14306235,30.00810249,28.0721204,24.88680563,20.60619244,21.30101056,23.8833562,25.49998298,26.82252705,26.99510457,26.7313772,26.61495136,26.96197554,27.69358264,28.50494096,29.4589397,29.98119212,30.54493749,30.83560037,31.1306482,30.74728278,30.23304148,29.77285696,29.42528087,28.79646894,27.78375214,26.58955931,25.44552367,24.25397738,22.25674009,12.84918276,15.07070034,17.37592063,19.62130434,21.35585304,22.40827012,23.19648015,23.85517523,24.39386607,23.09298998,21.78753955,21.45184401,22.05986936,21.97236553,21.65987925,21.94420075,22.49177947,21.58504966,20.17959297,19.30608767,19.50492143,19.06950666,17.76507164,16.75383405,15.85898199,15.76969743,15.29482567,13.72182692,11.74557176,21.84125208,19.70397405,18.43641303,18.48050595,18.34605442,18.25320478,17.70964566,17.33712997,17.10918225,16.92361055,17.04488992,17.23927028,17.18447476,16.73883083,16.55700612,16.27289463,16.44891176,16.21726565,16.24922419,16.23755207,16.42833233,16.38704751,16.47647382,16.50835761,16.67846251,16.91719503,17.01256913,16.71133447,17.51881912,18.99284355,20.85985136,20.55333747,20.88244536,21.65906921,22.9990893,23.07797181,21.96331727,21.02363072,21.06237616,22.62466839,24.69527899,26.19619364,27.10342438,27.1616169,25.95236741,23.16313702,22.41047852,21.40510568,21.96998509,20.64578593,21.15470677,23.75635036
winter_wheat,55.57490662355215,18.283619941403632,181.16511291599076,6.098553515787065,169.95615979666792,31.09800726207902,50.73181018277659,3.23324535970044,30.99166971,32.05680188,32.99352079,33.83504475,34.09818665,34.56543942,34.87616959,35.33437466,33.62494579,29.82999501,27.77743611,29.51064614,30.52208984,31.69687836,33.65724691,35.69204892,36.79597041,36.82896023,35.26359429,34.82851022,35.14662863,36.61328947,34.68516083,30.79697072,24.93924956,21.94468754,24.19360974,26.00246916,27.52571573,27.916507,28.01882787,28.43790854,29.11322584,29.8695492,30.61765944,31.86882068,32.5948183,32.57705301,32.65179174,32.92441153,33.07213493,32.61921357,32.27828278,32.19370137,31.59613155,30.55487826,29.09335291,28.17098983,26.63907556,24.19219959,12.52915807,14.8249018,16.56865502,18.05658155,19.45348346,19.38716327,19.43919739,20.0556613,20.8484344,20.67762519,19.85832348,20.64570259,21.09577848,20.92042554,20.22987594,20.52609395,21.02272527,20.84989743,19.78745203,19.0977551,18.8929486,18.40638634,17.16994665,15.83160335,15.23621259,15.36313682,14.88213392,13.1133041,11.39661561,23.2701885,20.95443415,19.99954428,19.94147491,19.89480068,19.754805,19.54327588,19.26049828,19.1574477,18.99445642,19.32900337,19.58130225,19.42703408,18.73535547,18.39550389,17.94381869,18.12421296,17.78662524,17.72433079,17.4036709,17.41472166,17.23251153,17.35097292,17.41574449,17.63883118,18.05145269,18.74581944,19.28515843,21.21295587,23.71762952,26.2996772,26.31463576,26.86152693,27.80929382,29.37755505,29.37881618,28.09863088,26.89116767,26.78448161,28.60255016,31.10198447,33.03725963,34.16685717,34.2606937,32.67894875,29.2381534,27.35212375,25.78639804,25.5180499,24.98991435,26.05328582,29.01329198
winter_wheat,56.04588961747093,118.29020966434034,164.85584184601728,5.86804126791492,98.00175062346634,34.72555844134337,52.66222556927808,4.068851796560353,29.32469639,30.44126304,31.49896774,32.17405423,32.98152551,33.6985947,34.19515812,34.21080454,32.35331462,28.72499157,27.16043902,28.75110451,29.83002627,31.15982858,33.02375613,35.18163736,36.1600057,36.05092845,33.80180164,33.04553229,33.69564093,35.17256845,33.06058912,29.17173167,23.65898843,24.6627161,27.12339592,29.29269044,31.27349692,31.62339546,31.53881988,31.32702683,31.80668476,32.28719163,33.16624893,34.4027577,34.95807066,34.92909463,34.7432024,35.09092272,35.15715198,34.68733622,34.16021278,33.8597895,33.37798153,32.38630661,30.98225485,29.50029446,27.89110076,25.26480836,13.35780669,16.59302181,19.77585657,22.23191324,23.83512159,24.31907208,25.19034582,25.95922005,26.34800823,25.88603301,25.08729392,25.22886258,24.86899483,23.96019256,23.47136966,24.20727865,25.23916018,24.56438019,22.83052083,21.8378,21.84152271,21.0955856,18.9870633,18.13000496,17.58936597,18.49245848,17.75501294,16.47901135,14.73040077,20.53564715,18.80139269,17.91723453,17.95376341,18.0800258,18.10873085,17.97246358,17.71246245,17.61801333,17.32327929,17.50483453,17.76662913,17.88966577,17.6284211,17.63952344,17.5750249,17.97945635,17.88721465,17.98104956,18.02460393,18.41061738,18.55262502,19.08507777,19.51818589,20.10980127,20.20361579,20.01578525,19.06110095,19.31392831,20.59936561,22.78239446,22.64383397,23.01689885,23.8001169,25.5102768,25.71097528,24.73316124,23.57077524,23.39635736,24.88475215,27.31908251,29.24203005,30.60373067,30.89884839,29.91688897,26.39814196,23.4019715,21.64088258,20.87612041,21.36904456,23.90402529,27.354526
